congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,house,A000055,Aderholt,AL,4,Republican,141,0.9787234042553191,0.95556332,63
115,house,A000055,Aderholt,AL,4,R,95,0.968421052631579,0.94634916,63
116,house,A000055,Aderholt,AL,4,R,46,1,0.97459258,63
0,house,A000367,Amash,MI,3,Independent,140,0.6214285714285714,0.77280357,9.4
115,house,A000367,Amash,MI,3,R,96,0.5416666666666666,0.84738551,9.4
116,house,A000367,Amash,MI,3,I,44,0.7954545454545454,0.61007935,9.4
0,house,A000369,Amodei,NV,2,Republican,140,0.9785714285714285,0.82365651,12.3
115,house,A000369,Amodei,NV,2,R,94,0.9893617021276596,0.87652676,12.3
116,house,A000369,Amodei,NV,2,R,46,0.9565217391304348,0.71561729,12.3
0,house,A000370,Adams,NC,12,Democrat,138,0.12318840579710146,0.14656102,-40
115,house,A000370,Adams,NC,12,D,92,0.17391304347826086,0.20378724,-40
116,house,A000370,Adams,NC,12,D,46,0.021739130434782608,0.03210859,-40
0,house,A000371,Aguilar,CA,31,Democrat,141,0.19858156028368795,0.22463706,-21.1
115,house,A000371,Aguilar,CA,31,D,94,0.2765957446808511,0.31386763,-21.1
116,house,A000371,Aguilar,CA,31,D,47,0.0425531914893617,0.04617592,-21.1
0,house,A000372,Allen,GA,12,Republican,142,0.9647887323943662,0.87945329,16.2
115,house,A000372,Allen,GA,12,R,95,0.968421052631579,0.90578921,16.2
116,house,A000372,Allen,GA,12,R,47,0.9574468085106383,0.82622112,16.2
0,house,A000374,Abraham,LA,5,Republican,118,0.9322033898305084,0.94110439,29.4
115,house,A000374,Abraham,LA,5,R,96,0.9270833333333334,0.9458395,29.4
116,house,A000374,Abraham,LA,5,R,22,0.9545454545454546,0.92044209,29.4
0,house,A000375,Arrington,TX,19,Republican,141,0.9645390070921985,0.95644453,49
115,house,A000375,Arrington,TX,19,R,95,0.968421052631579,0.94961009,49
116,house,A000375,Arrington,TX,19,R,46,0.9565217391304348,0.97055913,49
0,house,A000376,Allred,TX,32,Democrat,46,0.043478260869565216,0.18385711,-1.9
116,house,A000376,Allred,TX,32,D,46,0.043478260869565216,0.18385711,-1.9
0,house,A000377,Armstrong,ND,0,Republican,46,0.9347826086956522,0.96006548,35.72888837
116,house,A000377,Armstrong,ND,0,R,46,0.9347826086956522,0.96006548,35.72888837
0,house,A000378,Axne,IA,3,Democrat,47,0.0425531914893617,0.35201827,3.5
116,house,A000378,Axne,IA,3,D,47,0.0425531914893617,0.35201827,3.5
0,house,B000213,Barton,TX,6,Republican,92,0.9239130434782609,0.87643124,12.3
115,house,B000213,Barton,TX,6,R,92,0.9239130434782609,0.87643124,12.3
0,house,B000287,Becerra,CA,34,Democrat,1,0,1.4e-7,-72.9
115,house,B000287,Becerra,CA,34,D,1,0,1.4e-7,-72.9
0,house,B000490,Bishop,GA,2,Democrat,140,0.3142857142857143,0.32391501,-11.7
115,house,B000490,Bishop,GA,2,D,93,0.45161290322580644,0.45128279,-11.7
116,house,B000490,Bishop,GA,2,D,47,0.0425531914893617,0.07188942,-11.7
0,house,B000574,Blumenauer,OR,3,Democrat,137,0.12408759124087591,0.13690547,-48.2
115,house,B000574,Blumenauer,OR,3,D,91,0.17582417582417584,0.19149721,-48.2
116,house,B000574,Blumenauer,OR,3,D,46,0.021739130434782608,0.02890877,-48.2
0,house,B000755,Brady,TX,8,Republican,142,0.9929577464788732,0.95688332,48.8
115,house,B000755,Brady,TX,8,R,96,0.9895833333333334,0.95016617,48.8
116,house,B000755,Brady,TX,8,R,46,1,0.97090172,48.8
0,house,B001227,Brady,PA,1,Democrat,93,0.17204301075268819,0.16459382,-61.3
115,house,B001227,Brady,PA,1,D,93,0.17204301075268819,0.16459382,-61.3
115,house,B001243,Blackburn,TN,7,R,87,0.9195402298850575,0.94563949,39.3
0,house,B001248,Burgess,TX,26,Republican,140,0.9571428571428572,0.93955586,26.5
115,house,B001248,Burgess,TX,26,R,94,0.9574468085106383,0.94107564,26.5
116,house,B001248,Burgess,TX,26,R,46,0.9565217391304348,0.93645023,26.5
0,house,B001250,Bishop,UT,1,Republican,138,0.9637681159420289,0.94206485,27.3
115,house,B001250,Bishop,UT,1,R,93,0.956989247311828,0.94214025,27.3
116,house,B001250,Bishop,UT,1,R,45,0.9777777777777777,0.94190902,27.3
0,house,B001251,Butterfield,NC,1,Democrat,141,0.14893617021276595,0.15473533,-37
115,house,B001251,Butterfield,NC,1,D,94,0.2127659574468085,0.21569132,-37
116,house,B001251,Butterfield,NC,1,D,47,0.02127659574468085,0.03282335,-37
0,house,B001257,Bilirakis,FL,12,Republican,142,0.9647887323943662,0.90470002,18.6
115,house,B001257,Bilirakis,FL,12,R,95,0.9789473684210527,0.92184181,18.6
116,house,B001257,Bilirakis,FL,12,R,47,0.9361702127659575,0.87005171,18.6
0,house,B001260,Buchanan,FL,16,Republican,137,0.9343065693430657,0.79123033,10.7
115,house,B001260,Buchanan,FL,16,R,90,0.9666666666666667,0.86069026,10.7
116,house,B001260,Buchanan,FL,16,R,47,0.8723404255319149,0.65822195,10.7
0,house,B001269,Barletta,PA,11,Republican,92,0.9782608695652174,0.93672465,23.8
115,house,B001269,Barletta,PA,11,R,92,0.9782608695652174,0.93672465,23.8
0,house,B001270,Bass,CA,37,Democrat,131,0.0916030534351145,0.10164823,-76.1
115,house,B001270,Bass,CA,37,D,87,0.12643678160919541,0.14088039,-76.1
116,house,B001270,Bass,CA,37,D,44,0.022727272727272728,0.02407555,-76.1
0,house,B001273,Black,TN,6,Republican,78,0.9358974358974359,0.95902609,48.9
115,house,B001273,Black,TN,6,R,78,0.9358974358974359,0.95902609,48.9
0,house,B001274,Brooks,AL,5,Republican,139,0.8776978417266187,0.95061297,33.4
115,house,B001274,Brooks,AL,5,R,92,0.8369565217391305,0.94722233,33.4
116,house,B001274,Brooks,AL,5,R,47,0.9574468085106383,0.95724996,33.4
0,house,B001275,Bucshon,IN,8,Republican,139,0.9784172661870504,0.95054363,33.7
115,house,B001275,Bucshon,IN,8,R,96,0.9895833333333334,0.94905825,33.7
116,house,B001275,Bucshon,IN,8,R,43,0.9534883720930233,0.95385982,33.7
0,house,B001278,Bonamici,OR,1,Democrat,142,0.14084507042253522,0.21154355,-22.8
115,house,B001278,Bonamici,OR,1,D,95,0.2,0.29451476,-22.8
116,house,B001278,Bonamici,OR,1,D,47,0.02127659574468085,0.0438358,-22.8
0,house,B001281,Beatty,OH,3,Democrat,137,0.1386861313868613,0.14941215,-38.4
115,house,B001281,Beatty,OH,3,D,92,0.1956521739130435,0.2060699,-38.4
116,house,B001281,Beatty,OH,3,D,45,0.022222222222222223,0.03357852,-38.4
0,house,B001282,Barr,KY,6,Republican,143,0.965034965034965,0.86964158,15.3
115,house,B001282,Barr,KY,6,R,96,0.96875,0.90105912,15.3
116,house,B001282,Barr,KY,6,R,47,0.9574468085106383,0.80546959,15.3
0,house,B001283,Bridenstine,OK,1,Republican,52,0.9423076923076923,0.95711151,28.7
115,house,B001283,Bridenstine,OK,1,R,52,0.9423076923076923,0.95711151,28.7
0,house,B001284,Brooks,IN,5,Republican,142,0.9788732394366197,0.8187132,11.8
115,house,B001284,Brooks,IN,5,R,96,0.9895833333333334,0.87293384,11.8
116,house,B001284,Brooks,IN,5,R,46,0.9565217391304348,0.70555709,11.8
0,house,B001285,Brownley,CA,26,Democrat,139,0.2302158273381295,0.21401681,-21.9
115,house,B001285,Brownley,CA,26,D,92,0.32608695652173914,0.30034879,-21.9
116,house,B001285,Brownley,CA,26,D,47,0.0425531914893617,0.04502655,-21.9
0,house,B001286,Bustos,IL,17,Democrat,142,0.2605633802816901,0.55577227,0.7
115,house,B001286,Bustos,IL,17,D,95,0.3684210526315789,0.70528738,0.7
116,house,B001286,Bustos,IL,17,D,47,0.0425531914893617,0.25356088,0.7
0,house,B001287,Bera,CA,7,Democrat,143,0.2727272727272727,0.33085314,-11.4
115,house,B001287,Bera,CA,7,D,96,0.3854166666666667,0.45691205,-11.4
116,house,B001287,Bera,CA,7,D,47,0.0425531914893617,0.07337109,-11.4
0,house,B001289,Byrne,AL,1,Republican,142,0.9647887323943662,0.94620494,29.4
115,house,B001289,Byrne,AL,1,R,96,0.9583333333333334,0.9458395,29.4
116,house,B001289,Byrne,AL,1,R,46,0.9782608695652174,0.9469676,29.4
0,house,B001290,Brat,VA,7,Republican,95,0.8842105263157894,0.80768775,6.5
115,house,B001290,Brat,VA,7,R,95,0.8842105263157894,0.80768775,6.5
0,house,B001291,Babin,TX,36,Republican,139,0.9568345323741008,0.95727513,46.8
115,house,B001291,Babin,TX,36,R,94,0.9468085106382979,0.95172585,46.8
116,house,B001291,Babin,TX,36,R,45,0.9777777777777777,0.96886697,46.8
0,house,B001292,Beyer,VA,8,Democrat,138,0.14492753623188406,0.12069162,-52.6
115,house,B001292,Beyer,VA,8,D,91,0.1978021978021978,0.16911584,-52.6
116,house,B001292,Beyer,VA,8,D,47,0.0425531914893617,0.02693408,-52.6
0,house,B001293,Bishop,MI,8,Republican,95,0.9789473684210527,0.81057761,6.7
115,house,B001293,Bishop,MI,8,R,95,0.9789473684210527,0.81057761,6.7
0,house,B001294,Blum,IA,1,Republican,93,0.9247311827956989,0.76057766,3.5
115,house,B001294,Blum,IA,1,R,93,0.9247311827956989,0.76057766,3.5
0,house,B001295,Bost,IL,12,Republican,142,0.9788732394366197,0.86270398,14.8
115,house,B001295,Bost,IL,12,R,95,0.9894736842105263,0.89727638,14.8
116,house,B001295,Bost,IL,12,R,47,0.9574468085106383,0.7928236,14.8
0,house,B001296,Boyle,PA,2,Democrat,141,0.14184397163120568,0.16187524,-48
115,house,B001296,Boyle,PA,13,D,94,0.20212765957446807,0.22863067,-33.6
116,house,B001296,Boyle,PA,2,D,47,0.02127659574468085,0.02836439,-48
0,house,B001297,Buck,CO,4,Republican,139,0.8705035971223022,0.92904535,23.1
115,house,B001297,Buck,CO,4,R,94,0.851063829787234,0.93541675,23.1
116,house,B001297,Buck,CO,4,R,45,0.9111111111111111,0.91573621,23.1
0,house,B001298,Bacon,NE,2,Republican,143,0.958041958041958,0.59438746,2.2
115,house,B001298,Bacon,NE,2,R,96,0.9791666666666666,0.73689927,2.2
116,house,B001298,Bacon,NE,2,R,47,0.9148936170212766,0.30329951,2.2
0,house,B001299,Banks,IN,3,Republican,143,0.951048951048951,0.95299665,35
115,house,B001299,Banks,IN,3,R,96,0.9479166666666666,0.94963284,35
116,house,B001299,Banks,IN,3,R,47,0.9574468085106383,0.95986741,35
0,house,B001300,Barragán,CA,44,Democrat,141,0.12056737588652482,0.10854149,-70.7
115,house,B001300,Barragán,CA,44,D,94,0.1702127659574468,0.15122911,-70.7
116,house,B001300,Barragán,CA,44,D,47,0.02127659574468085,0.02316625,-70.7
0,house,B001301,Bergman,MI,1,Republican,140,0.9642857142857143,0.9217791,21.3
115,house,B001301,Bergman,MI,1,R,95,0.968421052631579,0.92923049,21.3
116,house,B001301,Bergman,MI,1,R,45,0.9555555555555556,0.9060484,21.3
0,house,B001302,Biggs,AZ,5,Republican,142,0.795774647887324,0.91955486,21.1
115,house,B001302,Biggs,AZ,5,R,96,0.7291666666666666,0.92917335,21.1
116,house,B001302,Biggs,AZ,5,R,46,0.9347826086956522,0.89948147,21.1
0,house,B001303,Blunt Rochester,DE,0,Democrat,139,0.19424460431654678,0.32208011,-11.43051247
115,house,B001303,Blunt Rochester,DE,0,D,92,0.2717391304347826,0.44921655,-11.43051247
116,house,B001303,Blunt Rochester,DE,0,D,47,0.0425531914893617,0.07321731,-11.43051247
0,house,B001304,Brown,MD,4,Democrat,139,0.1366906474820144,0.11443183,-57.5
115,house,B001304,Brown,MD,4,D,92,0.1956521739130435,0.15979619,-57.5
116,house,B001304,Brown,MD,4,D,47,0.02127659574468085,0.02563351,-57.5
0,house,B001305,Budd,NC,13,Republican,141,0.9148936170212766,0.77420591,9.4
115,house,B001305,Budd,NC,13,R,95,0.8947368421052632,0.85624197,9.4
116,house,B001305,Budd,NC,13,R,46,0.9565217391304348,0.6047836,9.4
0,house,B001306,Balderson,OH,12,Republican,53,0.9622641509433962,0.70735284,11.3
115,house,B001306,Balderson,OH,12,R,6,1,0.91223178,11.3
116,house,B001306,Balderson,OH,12,R,47,0.9574468085106383,0.68119808,11.3
0,house,B001307,Baird,IN,4,Republican,47,0.9574468085106383,0.958453,34.1
116,house,B001307,Baird,IN,4,R,47,0.9574468085106383,0.958453,34.1
0,house,B001308,Brindisi,NY,22,Democrat,47,0.0851063829787234,0.81030161,15.5
116,house,B001308,Brindisi,NY,22,D,47,0.0851063829787234,0.81030161,15.5
0,house,B001309,Burchett,TN,2,Republican,47,0.9574468085106383,0.96045243,35.4
116,house,B001309,Burchett,TN,2,R,47,0.9574468085106383,0.96045243,35.4
0,house,B001311,Bishop,NC,9,Republican,2,1,0.68502028,11.6
116,house,B001311,Bishop,NC,9,R,2,1,0.68502028,11.6
0,house,C000059,Calvert,CA,42,Republican,143,0.9790209790209791,0.81955931,12
115,house,C000059,Calvert,CA,42,R,96,0.9895833333333334,0.87482029,12
116,house,C000059,Calvert,CA,42,R,47,0.9574468085106383,0.70668583,12
0,house,C000266,Chabot,OH,1,Republican,143,0.951048951048951,0.70286501,6.6
115,house,C000266,Chabot,OH,1,R,96,0.9479166666666666,0.81042926,6.6
116,house,C000266,Chabot,OH,1,R,47,0.9574468085106383,0.4831593,6.6
0,house,C000537,Clyburn,SC,6,Democrat,127,0.14960629921259844,0.1635962,-36.5
115,house,C000537,Clyburn,SC,6,D,88,0.19318181818181818,0.21914168,-36.5
116,house,C000537,Clyburn,SC,6,D,39,0.05128205128205128,0.03826281,-36.5
0,house,C000714,Conyers,MI,13,Democrat,53,0.1320754716981132,0.13287585,-60.7
115,house,C000714,Conyers,MI,13,D,53,0.1320754716981132,0.13287585,-60.7
0,house,C000754,Cooper,TN,5,Democrat,142,0.2676056338028169,0.24584836,-18.4
115,house,C000754,Cooper,TN,5,D,95,0.3894736842105263,0.34232517,-18.4
116,house,C000754,Cooper,TN,5,D,47,0.02127659574468085,0.05084205,-18.4
0,house,C000984,Cummings,MD,7,Democrat,111,0.11711711711711711,0.11001698,-55.6
115,house,C000984,Cummings,MD,7,D,69,0.15942028985507245,0.15920039,-55.6
116,house,C000984,Cummings,MD,7,D,42,0.047619047619047616,0.02921566,-55.6
0,house,C001037,Capuano,MA,7,Democrat,91,0.15384615384615385,0.14345325,-72.2
115,house,C001037,Capuano,MA,7,D,91,0.15384615384615385,0.14345325,-72.2
0,house,C001038,Crowley,NY,14,Democrat,88,0.17045454545454544,0.15617876,-57.9
115,house,C001038,Crowley,NY,14,D,88,0.17045454545454544,0.15617876,-57.9
0,house,C001048,Culberson,TX,7,Republican,95,0.9789473684210527,0.66478893,-1.4
115,house,C001048,Culberson,TX,7,R,95,0.9789473684210527,0.66478893,-1.4
0,house,C001049,Clay,MO,1,Democrat,140,0.11428571428571428,0.12114281,-58.2
115,house,C001049,Clay,MO,1,D,94,0.1595744680851064,0.16769266,-58.2
116,house,C001049,Clay,MO,1,D,46,0.021739130434782608,0.02601919,-58.2
0,house,C001051,Carter,TX,31,Republican,137,0.9708029197080292,0.83327821,12.7
115,house,C001051,Carter,TX,31,R,94,0.9680851063829787,0.88017032,12.7
116,house,C001051,Carter,TX,31,R,43,0.9767441860465116,0.73076988,12.7
0,house,C001053,Cole,OK,4,Republican,141,0.9858156028368794,0.95390979,37.4
115,house,C001053,Cole,OK,4,R,94,0.9893617021276596,0.94935012,37.4
116,house,C001053,Cole,OK,4,R,47,0.9787234042553191,0.96302913,37.4
0,house,C001055,Case,HI,1,Democrat,47,0.0425531914893617,0.03524977,-32.6
116,house,C001055,Case,HI,1,D,47,0.0425531914893617,0.03524977,-32.6
0,house,C001059,Costa,CA,16,Democrat,136,0.3235294117647059,0.2101168,-21.6
115,house,C001059,Costa,CA,16,D,89,0.47191011235955055,0.29707729,-21.6
116,house,C001059,Costa,CA,16,D,47,0.0425531914893617,0.04544695,-21.6
0,house,C001061,Cleaver,MO,5,Democrat,135,0.14074074074074075,0.30070863,-13.5
115,house,C001061,Cleaver,MO,5,D,90,0.18888888888888888,0.42143829,-13.5
116,house,C001061,Cleaver,MO,5,D,45,0.044444444444444446,0.0592493,-13.5
0,house,C001062,Conaway,TX,11,Republican,143,0.986013986013986,0.95662747,58.7
115,house,C001062,Conaway,TX,11,R,96,0.9895833333333334,0.94801977,58.7
116,house,C001062,Conaway,TX,11,R,47,0.9787234042553191,0.97420914,58.7
0,house,C001063,Cuellar,TX,28,Democrat,143,0.4965034965034965,0.23654285,-19.8
115,house,C001063,Cuellar,TX,28,D,96,0.6875,0.32872556000000003,-19.8
116,house,C001063,Cuellar,TX,28,D,47,0.10638297872340426,0.04825478,-19.8
0,house,C001066,Castor,FL,14,Democrat,141,0.16312056737588654,0.24900593,-18.2
115,house,C001066,Castor,FL,14,D,94,0.22340425531914893,0.34788598,-18.2
116,house,C001066,Castor,FL,14,D,47,0.0425531914893617,0.05124581,-18.2
0,house,C001067,Clarke,NY,9,Democrat,142,0.07746478873239436,0.10906682,-69.1
115,house,C001067,Clarke,NY,9,D,95,0.10526315789473684,0.15145378,-69.1
116,house,C001067,Clarke,NY,9,D,47,0.02127659574468085,0.02339106,-69.1
0,house,C001068,Cohen,TN,9,Democrat,141,0.1276595744680851,0.12079532,-57.7
115,house,C001068,Cohen,TN,9,D,95,0.17894736842105263,0.16662781,-57.7
116,house,C001068,Cohen,TN,9,D,46,0.021739130434782608,0.02614129,-57.7
0,house,C001069,Courtney,CT,2,Democrat,141,0.19148936170212766,0.47463603,-2.9
115,house,C001069,Courtney,CT,2,D,94,0.26595744680851063,0.62987701,-2.9
116,house,C001069,Courtney,CT,2,D,47,0.0425531914893617,0.16415407,-2.9
0,house,C001072,Carson,IN,7,Democrat,136,0.125,0.20910438,-22.8
115,house,C001072,Carson,IN,7,D,89,0.1797752808988764,0.29638105,-22.8
116,house,C001072,Carson,IN,7,D,47,0.02127659574468085,0.0438358,-22.8
0,house,C001076,Chaffetz,UT,3,Republican,31,1,0.98637674,23.9
115,house,C001076,Chaffetz,UT,3,R,31,1,0.98637674,23.9
0,house,C001077,Coffman,CO,6,Republican,96,0.9479166666666666,0.50597163,-8.9
115,house,C001077,Coffman,CO,6,R,96,0.9479166666666666,0.50597163,-8.9
0,house,C001078,Connolly,VA,11,Democrat,142,0.19014084507042253,0.14806717,-39.4
115,house,C001078,Connolly,VA,11,D,95,0.2631578947368421,0.2056424,-39.4
116,house,C001078,Connolly,VA,11,D,47,0.0425531914893617,0.0316917,-39.4
0,house,C001080,Chu,CA,27,Democrat,141,0.11347517730496454,0.15326546,-37.6
115,house,C001080,Chu,CA,27,D,95,0.14736842105263157,0.21138455,-37.6
116,house,C001080,Chu,CA,27,D,46,0.043478260869565216,0.0332369,-37.6
0,house,C001084,Cicilline,RI,1,Democrat,141,0.15602836879432624,0.1963763,-25.6
115,house,C001084,Cicilline,RI,1,D,95,0.21052631578947367,0.27136301,-25.6
116,house,C001084,Cicilline,RI,1,D,46,0.043478260869565216,0.04151245,-25.6
0,house,C001087,Crawford,AR,1,Republican,138,0.9710144927536232,0.9512155,34.8
115,house,C001087,Crawford,AR,1,R,95,0.9789473684210527,0.94910508,34.8
116,house,C001087,Crawford,AR,1,R,43,0.9534883720930233,0.95587806,34.8
0,house,C001090,Cartwright,PA,8,Democrat,138,0.2246376811594203,0.78126564,9.6
115,house,C001090,Cartwright,PA,17,D,95,0.30526315789473685,0.85512427,10.1
116,house,C001090,Cartwright,PA,8,D,43,0.046511627906976744,0.61808959,9.6
0,house,C001091,Castro,TX,20,Democrat,140,0.1357142857142857,0.18386174,-26.7
115,house,C001091,Castro,TX,20,D,94,0.19148936170212766,0.25401441,-26.7
116,house,C001091,Castro,TX,20,D,46,0.021739130434782608,0.04050627,-26.7
0,house,C001092,Collins,NY,27,Republican,140,0.9928571428571429,0.93363068,24.5
115,house,C001092,Collins,NY,27,R,94,0.9893617021276596,0.93721435,24.5
116,house,C001092,Collins,NY,27,R,46,1,0.92630753,24.5
0,house,C001093,Collins,GA,9,Republican,139,0.9784172661870504,0.95656619,58.5
115,house,C001093,Collins,GA,9,R,93,0.978494623655914,0.94814092,58.5
116,house,C001093,Collins,GA,9,R,46,0.9782608695652174,0.97359989,58.5
0,house,C001094,Cook,CA,8,Republican,142,0.971830985915493,0.86865111,15.1
115,house,C001094,Cook,CA,8,R,96,0.9791666666666666,0.89971389,15.1
116,house,C001094,Cook,CA,8,R,46,0.9565217391304348,0.80382444,15.1
115,house,C001096,Cramer,ND,0,R,91,0.989010989010989,0.95118014,35.72888837
0,house,C001097,Cárdenas,CA,29,Democrat,137,0.13138686131386862,0.11970465,-60.9
115,house,C001097,Cárdenas,CA,29,D,92,0.18478260869565216,0.16555638,-60.9
116,house,C001097,Cárdenas,CA,29,D,45,0.022222222222222223,0.02596334,-60.9
0,house,C001101,Clark,MA,5,Democrat,136,0.11764705882352941,0.14589338,-43.6
115,house,C001101,Clark,MA,5,D,90,0.16666666666666666,0.20482679,-43.6
116,house,C001101,Clark,MA,5,D,46,0.021739130434782608,0.03058889,-43.6
0,house,C001103,Carter,GA,1,Republican,137,0.9635036496350365,0.86906868,15.5
115,house,C001103,Carter,GA,1,R,90,0.9666666666666667,0.89975815,15.5
116,house,C001103,Carter,GA,1,R,47,0.9574468085106383,0.81030161,15.5
0,house,C001105,Comstock,VA,10,Republican,93,0.978494623655914,0.47725594,-10
115,house,C001105,Comstock,VA,10,R,93,0.978494623655914,0.47725594,-10
0,house,C001106,Costello,PA,6,Republican,92,0.9565217391304348,0.69185928,-0.6
115,house,C001106,Costello,PA,6,R,92,0.9565217391304348,0.69185928,-0.6
0,house,C001107,Curbelo,FL,26,Republican,91,0.8241758241758241,0.37158865,-16.3
115,house,C001107,Curbelo,FL,26,R,91,0.8241758241758241,0.37158865,-16.3
0,house,C001108,Comer,KY,1,Republican,143,0.9440559440559441,0.95703743,48.5
115,house,C001108,Comer,KY,1,R,96,0.9270833333333334,0.95021452,48.5
116,house,C001108,Comer,KY,1,R,47,0.9787234042553191,0.97097358,48.5
0,house,C001109,Cheney,WY,0,Republican,140,0.9642857142857143,0.95598033,46.29527573
115,house,C001109,Cheney,WY,0,R,96,0.9583333333333334,0.9505216,46.29527573
116,house,C001109,Cheney,WY,0,R,44,0.9772727272727273,0.96789028,46.29527573
0,house,C001110,Correa,CA,46,Democrat,143,0.26573426573426573,0.15033187,-38.4
115,house,C001110,Correa,CA,46,D,96,0.375,0.2081919,-38.4
116,house,C001110,Correa,CA,46,D,47,0.0425531914893617,0.03214967,-38.4
0,house,C001111,Crist,FL,13,Democrat,140,0.29285714285714287,0.46940142,-3.2
115,house,C001111,Crist,FL,13,D,93,0.41935483870967744,0.62652837,-3.2
116,house,C001111,Crist,FL,13,D,47,0.0425531914893617,0.15849065,-3.2
0,house,C001112,Carbajal,CA,24,Democrat,139,0.2589928057553957,0.22851831,-20.2
115,house,C001112,Carbajal,CA,24,D,92,0.3695652173913043,0.32095168,-20.2
116,house,C001112,Carbajal,CA,24,D,47,0.0425531914893617,0.0475849,-20.2
0,house,C001114,Curtis,UT,3,Republican,91,0.9560439560439561,0.92661923,23.9
115,house,C001114,Curtis,UT,3,R,45,0.9555555555555556,0.92881366,23.9
116,house,C001114,Curtis,UT,3,R,46,0.9565217391304348,0.92447251,23.9
0,house,C001115,Cloud,TX,27,Republican,58,0.9137931034482759,0.93008604,23.6
115,house,C001115,Cloud,TX,27,R,11,0.9090909090909091,0.96460073,23.6
116,house,C001115,Cloud,TX,27,R,47,0.9148936170212766,0.92200814,23.6
0,house,C001117,Casten,IL,6,Democrat,47,0.0425531914893617,0.10542019,-7
116,house,C001117,Casten,IL,6,D,47,0.0425531914893617,0.10542019,-7
0,house,C001118,Cline,VA,6,Republican,47,0.9574468085106383,0.92938474,24.8
116,house,C001118,Cline,VA,6,R,47,0.9574468085106383,0.92938474,24.8
0,house,C001119,Craig,MN,2,Democrat,47,0.0425531914893617,0.26932513,1.2
116,house,C001119,Craig,MN,2,D,47,0.0425531914893617,0.26932513,1.2
0,house,C001120,Crenshaw,TX,2,Republican,47,0.9361702127659575,0.60114924,9.3
116,house,C001120,Crenshaw,TX,2,R,47,0.9361702127659575,0.60114924,9.3
0,house,C001121,Crow,CO,6,Democrat,47,0.0425531914893617,0.08880104,-8.9
116,house,C001121,Crow,CO,6,D,47,0.0425531914893617,0.08880104,-8.9
0,house,C001122,Cunningham,SC,1,Democrat,46,0.043478260869565216,0.74241171,13.1
116,house,C001122,Cunningham,SC,1,D,46,0.043478260869565216,0.74241171,13.1
0,house,C001123,Cisneros,CA,39,Democrat,47,0.0425531914893617,0.09109787,-8.6
116,house,C001123,Cisneros,CA,39,D,47,0.0425531914893617,0.09109787,-8.6
0,house,C001124,Cox,CA,21,Democrat,47,0.0425531914893617,0.05775283,-15.5
116,house,C001124,Cox,CA,21,D,47,0.0425531914893617,0.05775283,-15.5
0,house,D000096,Davis,IL,7,Democrat,130,0.09230769230769231,0.08293324,-78.2
115,house,D000096,Davis,IL,7,D,84,0.13095238095238096,0.11584681,-78.2
116,house,D000096,Davis,IL,7,D,46,0.021739130434782608,0.02283021,-78.2
0,house,D000191,DeFazio,OR,4,Democrat,136,0.16911764705882354,0.53031699,-0.1
115,house,D000191,DeFazio,OR,4,D,91,0.24175824175824176,0.68581069,-0.1
116,house,D000191,DeFazio,OR,4,D,45,0.022222222222222223,0.21587416,-0.1
0,house,D000197,DeGette,CO,1,Democrat,137,0.0948905109489051,0.11606178,-45.8
115,house,D000197,DeGette,CO,1,D,90,0.13333333333333333,0.16146126,-45.8
116,house,D000197,DeGette,CO,1,D,47,0.02127659574468085,0.02912661,-45.8
0,house,D000216,DeLauro,CT,3,Democrat,137,0.15328467153284672,0.27515086,-15.5
115,house,D000216,DeLauro,CT,3,D,92,0.20652173913043478,0.38094163,-15.5
116,house,D000216,DeLauro,CT,3,D,45,0.044444444444444446,0.05886751,-15.5
0,house,D000399,Doggett,TX,35,Democrat,142,0.11267605633802817,0.16472304,-33.6
115,house,D000399,Doggett,TX,35,D,96,0.15625,0.22669184,-33.6
116,house,D000399,Doggett,TX,35,D,46,0.021739130434782608,0.03539684,-33.6
0,house,D000482,Doyle,PA,18,Democrat,140,0.16428571428571428,0.160159,-27.5
115,house,D000482,Doyle,PA,14,D,94,0.23404255319148937,0.2190927,-35.5
116,house,D000482,Doyle,PA,18,D,46,0.021739130434782608,0.03972927,-27.5
0,house,D000533,Duncan,TN,2,Republican,95,0.8,0.94941568,35.4
115,house,D000533,Duncan,TN,2,R,95,0.8,0.94941568,35.4
0,house,D000598,Davis,CA,53,Democrat,142,0.15492957746478872,0.15916616,-34.9
115,house,D000598,Davis,CA,53,D,95,0.21052631578947367,0.22113211,-34.9
116,house,D000598,Davis,CA,53,D,47,0.0425531914893617,0.03391584,-34.9
0,house,D000600,Diaz-Balart,FL,25,Republican,139,0.920863309352518,0.58438119,1.8
115,house,D000600,Diaz-Balart,FL,25,R,93,0.946236559139785,0.72943294,1.8
116,house,D000600,Diaz-Balart,FL,25,R,46,0.8695652173913043,0.29112439,1.8
0,house,D000604,Dent,PA,15,Republican,71,0.9295774647887324,0.81930283,7.6
115,house,D000604,Dent,PA,15,R,71,0.9295774647887324,0.81930283,7.6
0,house,D000610,Deutch,FL,22,Democrat,139,0.1510791366906475,0.26272233,-15.8
115,house,D000610,Deutch,FL,22,D,92,0.20652173913043478,0.36786158,-15.8
116,house,D000610,Deutch,FL,22,D,47,0.0425531914893617,0.05691785,-15.8
0,house,D000612,Denham,CA,10,Republican,95,0.9789473684210527,0.62855983,-3
